"","ethnicity","region","sex","agegrp","qualification","occupation","hours","income"
"21818","Asian","Waikato","M",35,"Vocational/Trade","No Occupation",0,658
"21819","Maori","Gisborne / Hawke's Bay","F",30,"None","Professionals",42,707
"21820","European","Auckland","F",65,"Vocational/Trade","No Occupation",0,42
"21821","European","Canterbury","M",30,"Vocational/Trade","Professionals",37,840
"21822","European","Canterbury","M",25,"Other","No Occupation",0,0
"21823","Asian","Auckland","M",45,"Bachelore or Higher","Clerical and Administrative Workers",40,639
"21824","European","Auckland","F",50,"School","Clerical and Administrative Workers",40,1440
"21825","European","Auckland","M",65,"School","No Occupation",0,392
"21826","European","Other","M",25,"Vocational/Trade","Technicians and Trade Workers",0,377
"21827","Other","Other","M",15,"School","No Occupation",0,0
"21828","Residual Categories","Canterbury","M",65,"Bachelore or Higher","No Occupation",0,247
"21829","Asian","Auckland","F",50,"Bachelore or Higher","Clerical and Administrative Workers",5,129
"21830","European","Waikato","M",25,"Vocational/Trade","Technicians and Trade Workers",40,1491
"21831","European","Wellington","F",30,"Other","No Occupation",0,264
"21832","European","Auckland","F",35,"Bachelore or Higher","Managers",55,1776
"21833","European","Auckland","M",65,"Vocational/Trade","No Occupation",0,-211
"21834","Pacific People","Bay of Plenty","M",55,"None","Technicians and Trade Workers",37,1412
"21835","European","Waikato","F",65,"None","No Occupation",0,184
"21836","European","Waikato","F",60,"None","No Occupation",0,324
"21837","European","Canterbury","F",55,"Vocational/Trade","Managers",7,110
"21838","European","Auckland","F",35,"None","Clerical and Administrative Workers",40,660
"21839","European","Other","M",60,"Other","Machinery Operators and Drivers",40,1029
"21840","European","Other","F",15,"School","No Occupation",0,0
"21841","European","Northland","F",65,"Vocational/Trade","Professionals",0,2071
"21842","European","Gisborne / Hawke's Bay","M",50,"Vocational/Trade","No Occupation",0,0
"21843","European","Canterbury","F",65,"None","No Occupation",0,0
"21844","European","Canterbury","F",45,"School","Sales Workers",40,540
"21845","European","Other","M",40,"None","Managers",45,1058
"21846","European","Auckland","F",30,"Bachelore or Higher","Professionals",34.5,1033
"21847","Other","Auckland","F",20,"School","No Occupation",0,308
"21848","European","Auckland","F",40,"Vocational/Trade","Clerical and Administrative Workers",40,1122
"21849","European","Gisborne / Hawke's Bay","M",45,"School","Labourers",40,603
"21850","Other","Waikato","M",15,"School","No Occupation",0,0
"21851","Asian","Auckland","F",25,"Bachelore or Higher","Professionals",0,345
"21852","Asian","Auckland","F",15,"School","No Occupation",0,0
"21853","European","Canterbury","M",45,"School","Sales Workers",0,2934
"21854","European","Canterbury","M",35,"None","No Occupation",0,0
"21855","European","Other","M",50,"School","Technicians and Trade Workers",0,194
"21856","Middle Eastern/Latin American/African","Auckland","F",20,"School","No Occupation",0,0
"21857","European","Bay of Plenty","F",55,"School","Clerical and Administrative Workers",0,518
"21858","Asian","Auckland","F",35,"None","No Occupation",0,135
"21859","Pacific People","Auckland","F",15,"None","No Occupation",0,290
"21860","Pacific People","Auckland","M",30,"Vocational/Trade","No Occupation",0,129
"21861","European","Canterbury","F",55,"Vocational/Trade","Sales Workers",15,280
"21862","European","Auckland","M",50,"Bachelore or Higher","Community and Personal Service Worker",40,1440
"21863","European","Taranaki","M",35,"Vocational/Trade","Labourers",40,898
"21864","European","Wellington","M",65,"None","Managers",0,307
"21865","Other","Auckland","F",20,"School","Clerical and Administrative Workers",35,441
"21866","European","Auckland","M",25,"School","Clerical and Administrative Workers",6,510
"21867","Asian","Auckland","F",45,"School","Community and Personal Service Worker",32,493
"21868","Maori","Wellington","M",20,"Other","No Occupation",0,117
"21869","European","Canterbury","M",65,"None","No Occupation",0,0
"21870","European","Canterbury","F",45,"Bachelore or Higher","Professionals",25,900
"21871","European","Bay of Plenty","F",45,"Vocational/Trade","Clerical and Administrative Workers",40,1059
"21872","European","Other","F",50,"Vocational/Trade","Community and Personal Service Worker",0,37
"21873","European","Canterbury","F",60,"School","Community and Personal Service Worker",40,748
"21874","European","Canterbury","F",45,"Bachelore or Higher","Sales Workers",42,1443
"21875","Other","Wellington","F",15,"School","No Occupation",0,0
"21876","European","Auckland","F",20,"School","Professionals",37.5,578
"21877","European","Auckland","F",65,"None","No Occupation",0,381
"21878","European","Auckland","M",45,"None","Managers",0,582
"21879","European","Other","M",50,"Vocational/Trade","Professionals",40,1316
"21880","Pacific People","Auckland","F",40,"None","No Occupation",0,1
"21881","Maori","Auckland","F",55,"Bachelore or Higher","Professionals",42,1540
"21882","European","Wellington","M",50,"Vocational/Trade","Managers",0,148
"21883","European","Manawatu-Wanganui","M",35,"School","Labourers",37.5,1063
"21884","European","Auckland","M",45,"Vocational/Trade","Professionals",40,1582
"21885","Asian","Canterbury","F",40,"Bachelore or Higher","Managers",44,1594
"21886","Middle Eastern/Latin American/African","Wellington","M",20,"Vocational/Trade","No Occupation",0,346
"21887","Maori","Gisborne / Hawke's Bay","F",15,"None","No Occupation",0,0
"21888","Residual Categories","Auckland","M",20,"School","Professionals",12,197
"21889","Asian","Auckland","M",35,"Vocational/Trade","No Occupation",0,296
"21890","European","Northland","M",65,"None","Sales Workers",40,747
"21891","European","Other","F",25,"School","Managers",25,1169
"21892","European","Manawatu-Wanganui","M",20,"School","Machinery Operators and Drivers",35,693
"21893","Other","Canterbury","F",20,"Vocational/Trade","No Occupation",0,0
"21894","Asian","Canterbury","F",15,"Vocational/Trade","No Occupation",0,0
"21895","European","Northland","M",30,"None","Sales Workers",45,954
"21896","European","Wellington","M",65,"None","No Occupation",0,331
"21897","Maori","Manawatu-Wanganui","F",65,"None","Community and Personal Service Worker",33.5,714
"21898","Asian","Bay of Plenty","F",40,"None","Community and Personal Service Worker",20,631
"21899","European","Bay of Plenty","M",65,"School","No Occupation",0,664
"21900","Asian","Manawatu-Wanganui","M",25,"Vocational/Trade","Labourers",65,1462
"21901","European","Canterbury","F",50,"School","Sales Workers",0,-18
"21902","European","Canterbury","M",20,"Vocational/Trade","Professionals",0,337
"21903","Middle Eastern/Latin American/African","Auckland","M",25,"School","Community and Personal Service Worker",55,1331
"21904","European","Auckland","M",65,"None","Sales Workers",48,765
"21905","European","Auckland","F",30,"Vocational/Trade","Professionals",7.5,413
"21906","European","Manawatu-Wanganui","F",15,"School","No Occupation",0,0
"21907","Other","Gisborne / Hawke's Bay","F",40,"Vocational/Trade","Labourers",24,637
"21908","European","Other","F",55,"None","Clerical and Administrative Workers",10,220
"21909","European","Taranaki","F",45,"None","Managers",40,1371
"21910","European","Taranaki","F",65,"None","No Occupation",0,633
"21911","European","Canterbury","F",40,"None","No Occupation",0,335
"21912","European","Auckland","M",50,"Other","Professionals",39,1376
"21913","European","Manawatu-Wanganui","F",50,"School","Managers",0,333
"21914","Other","Bay of Plenty","M",25,"Vocational/Trade","Managers",37.5,1231
"21915","Asian","Auckland","M",20,"Vocational/Trade","No Occupation",0,496
"21916","Other","Canterbury","M",15,"School","No Occupation",0,0
"21917","European","Waikato","M",30,"None","Machinery Operators and Drivers",40,468
"21918","European","Waikato","M",55,"School","Machinery Operators and Drivers",40,990
"21919","Asian","Wellington","F",35,"Vocational/Trade","Labourers",16,248
"21920","European","Auckland","F",60,"None","No Occupation",0,253
"21921","European","Canterbury","M",50,"Other","Managers",0,-422
"21922","Asian","Nelson/Tasman/Marlborough/West Coast","M",30,"Bachelore or Higher","Professionals",37,763
"21923","European","Other","F",20,"Bachelore or Higher","Clerical and Administrative Workers",6,86
"21924","European","Auckland","F",65,"Vocational/Trade","Labourers",0,266
"21925","Other","Wellington","F",35,"Bachelore or Higher","Technicians and Trade Workers",34,824
"21926","Pacific People","Auckland","M",20,"School","Machinery Operators and Drivers",55,1276
"21927","Pacific People","Auckland","F",45,"None","No Occupation",0,222
"21928","European","Other","F",40,"Bachelore or Higher","Technicians and Trade Workers",38,1603
"21929","European","Auckland","F",50,"None","No Occupation",0,1782
"21930","European","Auckland","F",55,"School","No Occupation",0,740
"21931","European","Gisborne / Hawke's Bay","M",50,"School","Professionals",40,1190
"21932","European","Manawatu-Wanganui","M",15,"School","No Occupation",0,0
"21933","European","Canterbury","F",15,"School","No Occupation",0,162
"21934","Other","Gisborne / Hawke's Bay","F",65,"None","Community and Personal Service Worker",37.5,914
"21935","Other Ethnicity","Canterbury","M",60,"None","Managers",55,1351
"21936","European","Auckland","F",35,"Bachelore or Higher","Professionals",40,1100
"21937","European","Bay of Plenty","F",25,"Vocational/Trade","Community and Personal Service Worker",40,1381
"21938","Asian","Canterbury","F",60,"Bachelore or Higher","Professionals",48,1117
"21939","European","Canterbury","M",40,"None","Machinery Operators and Drivers",40,668
"21940","European","Canterbury","F",25,"None","No Occupation",0,487
"21941","Asian","Auckland","M",30,"Bachelore or Higher","Managers",0,518
"21942","European","Canterbury","F",40,"Vocational/Trade","Professionals",40,779
"21943","Asian","Auckland","F",30,"School","No Occupation",0,220
"21944","European","Manawatu-Wanganui","F",65,"Vocational/Trade","No Occupation",0,385
"21945","Other","Bay of Plenty","F",15,"School","No Occupation",0,0
"21946","European","Nelson/Tasman/Marlborough/West Coast","M",40,"Vocational/Trade","Professionals",50,770
"21947","European","Other","F",60,"Bachelore or Higher","Sales Workers",53,644
"21948","Other","Nelson/Tasman/Marlborough/West Coast","F",60,"School","Labourers",0,4
"21949","European","Other","F",50,"Vocational/Trade","No Occupation",0,283
"21950","European","Wellington","M",65,"School","No Occupation",0,367
"21951","European","Gisborne / Hawke's Bay","M",65,"None","Labourers",0,497
"21952","European","Wellington","F",50,"School","Clerical and Administrative Workers",45,810
"21953","Asian","Canterbury","F",35,"School","Technicians and Trade Workers",40,1024
"21954","European","Canterbury","F",45,"Vocational/Trade","No Occupation",0,428
"21955","European","Canterbury","M",65,"None","No Occupation",0,128
"21956","European","Other","M",45,"Other","Managers",40,1588
"21957","European","Auckland","F",40,"Bachelore or Higher","Clerical and Administrative Workers",25,493
"21958","Maori","Waikato","F",40,"None","No Occupation",0,241
"21959","European","Canterbury","M",20,"None","No Occupation",0,0
"21960","Asian","Auckland","M",60,"School","Managers",46,1523
"21961","European","Nelson/Tasman/Marlborough/West Coast","F",55,"Vocational/Trade","Technicians and Trade Workers",40,756
"21962","European","Wellington","M",15,"School","No Occupation",0,270
"21963","European","Wellington","F",25,"Bachelore or Higher","Professionals",0,72
"21964","Other Ethnicity","Auckland","F",65,"None","No Occupation",0,332
"21965","European","Nelson/Tasman/Marlborough/West Coast","M",65,"None","No Occupation",0,387
"21966","Maori","Auckland","F",15,"None","No Occupation",0,0
"21967","Other Ethnicity","Canterbury","F",50,"Bachelore or Higher","Professionals",21,640
"21968","European","Gisborne / Hawke's Bay","M",25,"Bachelore or Higher","Professionals",36,1688
"21969","European","Auckland","M",40,"Bachelore or Higher","Professionals",0,2190
"21970","Maori","Manawatu-Wanganui","M",35,"Vocational/Trade","Sales Workers",40,690
"21971","European","Other","M",30,"Vocational/Trade","Labourers",60,1392
"21972","European","Northland","F",60,"None","Labourers",0,30
"21973","Maori","Gisborne / Hawke's Bay","F",15,"None","No Occupation",0,323
"21974","European","Other","F",35,"Vocational/Trade","Technicians and Trade Workers",24,637
"21975","European","Auckland","F",45,"Vocational/Trade","Community and Personal Service Worker",37,596
"21976","Maori","Bay of Plenty","M",15,"School","Labourers",36.5,590
"21977","European","Wellington","F",30,"Vocational/Trade","Professionals",47.5,1596
"21978","Other","Auckland","M",15,"None","No Occupation",0,0
"21979","Other","Canterbury","M",20,"School","Labourers",60,1582
"21980","European","Auckland","F",65,"Vocational/Trade","No Occupation",0,144
"21981","European","Waikato","F",50,"None","Clerical and Administrative Workers",40,974
"21982","European","Auckland","F",65,"None","No Occupation",0,309
"21983","European","Waikato","M",25,"None","Sales Workers",40,1023
"21984","Asian","Manawatu-Wanganui","F",20,"Bachelore or Higher","Professionals",45,559
"21985","European","Wellington","M",55,"Vocational/Trade","Technicians and Trade Workers",55,1031
"21986","Asian","Canterbury","M",45,"Bachelore or Higher","Professionals",0,517
"21987","Maori","Gisborne / Hawke's Bay","F",60,"Bachelore or Higher","Managers",61,1757
"21988","Asian","Bay of Plenty","M",35,"Bachelore or Higher","Professionals",38,1798
"21989","European","Auckland","F",45,"Vocational/Trade","No Occupation",0,428
